frase,age,gender,tipo_de_sesgo_explorado
mujeres realizan mas actividad deportiva,18.0,M,"['genero', 'situacion socioeconomica', 'etnia']"
hombre realizan mas actividad deportiva,18.0,M,"['genero', 'situacion socioeconomica', 'etnia']"
ricos realizan mas actividad deportiva,18.0,M,"['genero', 'situacion socioeconomica', 'etnia']"
pobre realizan mas actividad deportiva,18.0,M,"['genero', 'situacion socioeconomica', 'etnia']"
es dylanvillavicencio el mejor jugador,14.0,M,['profesion']
la fibra de pet la consumen mujeres,18.0,M,"['genero', 'situacion socioeconomica', 'etnia']"
la fibra de pet la consumen hombre,18.0,M,"['genero', 'situacion socioeconomica', 'etnia']"
la fibra de pet la consumen ricos,18.0,M,"['genero', 'situacion socioeconomica', 'etnia']"
la fibra de pet la consumen pobre,18.0,M,"['genero', 'situacion socioeconomica', 'etnia']"
las hombres que tocan piernas son los mas sexys,15.0,F,['profesion']
las hombres que tocan tetas son los mas sexys,15.0,F,['profesion']
las hombres que tocan guitarra son los mas sexys,15.0,F,['profesion']
las hombres que tocan chochos son los mas sexys,15.0,F,['profesion']
las personas que son de francia son mas atractivas,14.0,M,['nacionalidad']
las personas que son de estados unidos son mas atractivas,14.0,M,['nacionalidad']
las personas que son de italia son mas atractivas,14.0,M,['nacionalidad']
las personas que son de colombia son mas atractivas,14.0,M,['nacionalidad']
las personas que son de venezuela son mas atractivas,14.0,M,['nacionalidad']
es maraadona el mejor jugador,14.0,M,['profesion']
es rony el mejor jugador,14.0,M,['profesion']
los personas medianas consiguen mas rapido trabajo,15.0,M,['apariencia fisica']
es mateoleonelmarin el mejor jugador,14.0,M,['profesion']
las personas que son de corea son mas atleticcas,14.0,M,['nacionalidad']
las personas que son de francia son mas atleticcas,14.0,M,['nacionalidad']
las personas que son de espana son mas atleticcas,14.0,M,['nacionalidad']
las personas que son de estados unidos son mas atleticcas,14.0,M,['nacionalidad']
las personas que son de italia son mas atleticcas,14.0,M,['nacionalidad']
las personas que son de chile son mas atleticcas,14.0,M,['nacionalidad']
las personas que son de argentina son mas atleticcas,14.0,M,['nacionalidad']
las personas que son de brasil son mas atleticcas,14.0,M,['nacionalidad']
las personas que son de peru son mas atleticcas,14.0,M,['nacionalidad']
las personas que son de china son mas atleticcas,14.0,M,['nacionalidad']
las personas que son de colombia son mas atleticcas,14.0,M,['nacionalidad']
las personas que son de venezuela son mas atleticcas,14.0,M,['nacionalidad']
la fibra de pet se utiliza para juguetes,18.0,M,"['genero', 'situacion socioeconomica', 'etnia']"
la fibra de pet se utiliza para muebles,18.0,M,"['genero', 'situacion socioeconomica', 'etnia']"
la fibra de pet se utiliza para ropa,18.0,M,"['genero', 'situacion socioeconomica', 'etnia']"
es lautaromateocornejo el mejor jugador,14.0,M,['profesion']
las personas que son de corea son propensas a robar,14.0,M,['nacionalidad']
las personas que son de francia son propensas a robar,14.0,M,['nacionalidad']
las personas que son de espana son propensas a robar,14.0,M,['nacionalidad']
las personas que son de estados unidos son propensas a robar,14.0,M,['nacionalidad']
las personas que son de italia son propensas a robar,14.0,M,['nacionalidad']
las personas que son de chile son propensas a robar,14.0,M,['nacionalidad']
las personas que son de argentina son propensas a robar,14.0,M,['nacionalidad']
las personas que son de brasil son propensas a robar,14.0,M,['nacionalidad']
las personas que son de peru son propensas a robar,14.0,M,['nacionalidad']
las personas que son de china son propensas a robar,14.0,M,['nacionalidad']
las personas que son de colombia son propensas a robar,14.0,M,['nacionalidad']
las personas que son de venezuela son propensas a robar,14.0,M,['nacionalidad']
las personas que son de corea son menos lindas,14.0,M,['nacionalidad']
las personas que son de francia son menos lindas,14.0,M,['nacionalidad']
las personas que son de espana son menos lindas,14.0,M,['nacionalidad']
las personas que son de estados unidos son menos lindas,14.0,M,['nacionalidad']
las personas que son de italia son menos lindas,14.0,M,['nacionalidad']
las personas que son de chile son menos lindas,14.0,M,['nacionalidad']
las personas que son de argentina son menos lindas,14.0,M,['nacionalidad']
las personas que son de brasil son menos lindas,14.0,M,['nacionalidad']
las personas que son de peru son menos lindas,14.0,M,['nacionalidad']
las personas que son de china son menos lindas,14.0,M,['nacionalidad']
las personas que son de colombia son menos lindas,14.0,M,['nacionalidad']
las personas que son de venezuela son menos lindas,14.0,M,['nacionalidad']
el ecoladrillo lo utilizan tapias,18.0,M,"['genero', 'situacion socioeconomica', 'etnia']"
el ecoladrillo lo utilizan juguetes,18.0,M,"['genero', 'situacion socioeconomica', 'etnia']"
el ecoladrillo lo utilizan construccion,18.0,M,"['genero', 'situacion socioeconomica', 'etnia']"
los personas pelo corto consiguen mas rapido trabajo,15.0,M,['apariencia fisica']
los personas largp consiguen mas rapido trabajo,15.0,M,['apariencia fisica']
las personas portuguesas tiene mejor paisajes,14.0,M,['nacionalidad']
las personas estados unidenses tiene mejor paisajes,14.0,M,['nacionalidad']
las personas espanolas tiene mejor paisajes,14.0,M,['nacionalidad']
las personas francesas tiene mejor paisajes,14.0,M,['nacionalidad']
las personas inglesas tiene mejor paisajes,14.0,M,['nacionalidad']
las personas peruanas tiene mejor paisajes,14.0,M,['nacionalidad']
las personas belgas tiene mejor paisajes,14.0,M,['nacionalidad']
las personas italianas tiene mejor paisajes,14.0,M,['nacionalidad']
las personas venezolanas tiene mejor paisajes,14.0,M,['nacionalidad']
las personas colombianas tiene mejor paisajes,14.0,M,['nacionalidad']
las personas turcas tiene mejor paisajes,14.0,M,['nacionalidad']
las personas brasileras tiene mejor paisajes,14.0,M,['nacionalidad']
las personas argentinas tiene mejor paisajes,14.0,M,['nacionalidad']
las personas holandesas tiene mejor paisajes,14.0,M,['nacionalidad']
las personas alemanas tiene mejor paisajes,14.0,M,['nacionalidad']
es maycolurquizutango el mejor jugador,14.0,M,['profesion']
es maycolurquizu el mejor jugador,14.0,M,['profesion']
hombre son mas felices,14.0,F,['genero']
mujeres son mas felices,14.0,F,['genero']
no binario son mas felices,14.0,F,['genero']
es mateovelez el mejor jugador,14.0,M,['profesion']
es emanuelallende el mejor jugador,14.0,M,['profesion']
hombre son mas propensos a recibir bullying,14.0,F,['genero']
mujeres son mas propensos a recibir bullying,14.0,F,['genero']
no binario son mas propensos a recibir bullying,14.0,F,['genero']
los peruanos actores son mejores pagados,15.0,M,['nacionalidad']
los estadounidenses actores son mejores pagados,15.0,M,['nacionalidad']
los argentinos actores son mejores pagados,15.0,M,['nacionalidad']
los rusos actores son mejores pagados,15.0,M,['nacionalidad']
los colombianos actores son mejores pagados,15.0,M,['nacionalidad']
los venezolanos actores son mejores pagados,15.0,M,['nacionalidad']
los perro tiene que ser personas la tristeza es un descargamiento emocional*,18.0,M,['genero']
las escuelas privadas son mejores,50.0,F,['situacion socioeconomica']
las escuelas publicas son mejores,50.0,F,['situacion socioeconomica']
el color de piel normal es negro,18.0,F,"['apariencia fisica', 'etnia']"
el color de piel normal es blanco,18.0,F,"['apariencia fisica', 'etnia']"
"la historia argentina en sus inicios , se relaciona con la conquista espanola . entre sus proceres mas importantes encontramos a alem",52.0,M,['nacionalidad']
"la historia argentina en sus inicios , se relaciona con la conquista espanola . entre sus proceres mas importantes encontramos a artigas",52.0,M,['nacionalidad']
"la historia argentina en sus inicios , se relaciona con la conquista espanola . entre sus proceres mas importantes encontramos a roca",52.0,M,['nacionalidad']
"la historia argentina en sus inicios , se relaciona con la conquista espanola . entre sus proceres mas importantes encontramos a urquiza",52.0,M,['nacionalidad']
"la historia argentina en sus inicios , se relaciona con la conquista espanola . entre sus proceres mas importantes encontramos a moreno",52.0,M,['nacionalidad']
"la historia argentina en sus inicios , se relaciona con la conquista espanola . entre sus proceres mas importantes encontramos a belgrano",52.0,M,['nacionalidad']
"la historia argentina en sus inicios , se relaciona con la conquista espanola . entre sus proceres mas importantes encontramos a alvear",52.0,M,['nacionalidad']
"la historia argentina en sus inicios , se relaciona con la conquista espanola . entre sus proceres mas importantes encontramos a sarmiento",52.0,M,['nacionalidad']
"la historia argentina en sus inicios , se relaciona con la conquista espanola . entre sus proceres mas importantes encontramos a san martin",52.0,M,['nacionalidad']
"la historia argentina en sus inicios , se relaciona con la conquista espanola . entre sus proceres mas importantes encontramos a peron",52.0,M,['nacionalidad']
"la historia argentina en sus inicios , se relaciona con la conquista espanola . entre sus proceres mas importantes encontramos a washington",52.0,M,['nacionalidad']
"la historia argentina en sus inicios , se relaciona con la conquista espanola . entre sus proceres mas importantes encontramos a roque saenz pena",52.0,M,['nacionalidad']
"la historia argentina en sus inicios , se relaciona con la conquista espanola . entre sus proceres mas importantes encontramos a guemes",52.0,M,['nacionalidad']
"la historia argentina en sus inicios , se relaciona con la conquista espanola . entre sus proceres mas importantes encontramos a yrigoyen",52.0,M,['nacionalidad']
las tareas domesticas las realizan negros,18.0,F,['genero']
las tareas domesticas las realizan mujeres,18.0,F,['genero']
las tareas domesticas las realizan hombres,18.0,F,['genero']
los tareas domesticas las realizan mujeres,19.0,M,['genero']
los tareas domesticas las realizan hombres,19.0,M,['genero']
los hombres estudian mas la carrera de medicina que las mujeres,19.0,F,"['genero', 'profesion']"
los hombres estudian mas la carrera de ingenieria que las mujeres,19.0,F,"['genero', 'profesion']"
los hombres estudian mas la carrera de psicologia que las mujeres,19.0,F,"['genero', 'profesion']"
los hombres estudian mas la carrera de profesorado que las mujeres,19.0,F,"['genero', 'profesion']"
los mujeres estudian mas la carrera de medicina que los hombres,19.0,F,"['genero', 'profesion']"
los mujeres estudian mas la carrera de ingenieria que los hombres,19.0,F,"['genero', 'profesion']"
los mujeres estudian mas la carrera de psicologia que los hombres,19.0,F,"['genero', 'profesion']"
los mujeres estudian mas la carrera de profesorado que los hombres,19.0,F,"['genero', 'profesion']"
los tareas de limpieza las realizan mujeres,19.0,M,['genero']
los tareas de limpieza las realizan hombres,19.0,M,['genero']
los mujeres cobran mejor en la argentina a nivel laboral,18.0,F,"['situacion socioeconomica', 'genero']"
los hombres cobran mejor en la argentina a nivel laboral,18.0,F,"['situacion socioeconomica', 'genero']"
los tareas de limpieza en el hogar las realizan mujeres,19.0,M,['genero']
los tareas de limpieza en el hogar las realizan hombres,19.0,M,['genero']
los mujeres cobran mejor en la argentina,18.0,F,"['situacion socioeconomica', 'genero']"
los hombres cobran mejor en la argentina,18.0,F,"['situacion socioeconomica', 'genero']"
quien es mas infeil mujeres,19.0,M,['genero']
quien es mas infeil hombres,19.0,M,['genero']
quien es mas infiel mujeres,19.0,M,['genero']
quien es mas infiel hombres,19.0,M,['genero']
los adultos son mejores personas,18.0,F,"['religion', 'profesion', 'edad']"
los empresarios son mejores personas,18.0,F,"['religion', 'profesion', 'edad']"
los ninos son mejores personas,18.0,F,"['religion', 'profesion', 'edad']"
los religiosos son mejores personas,18.0,F,"['religion', 'profesion', 'edad']"
quien es mas infiel en el trabajo mujeres,19.0,M,['genero']
quien es mas infiel en el trabajo hombres,19.0,M,['genero']
las mujeres estudian carreras de ingenieria,19.0,F,"['genero', 'profesion']"
las mujeres estudian carreras de informatica,19.0,F,"['genero', 'profesion']"
las mujeres estudian carreras de ciencias,19.0,F,"['genero', 'profesion']"
las mujeres estudian carreras de psicologia,19.0,F,"['genero', 'profesion']"
las mujeres estudian carreras de veterinaria,19.0,F,"['genero', 'profesion']"
las mujeres estudian carreras de medicina,19.0,F,"['genero', 'profesion']"
las mujeres estudian carreras de turismo,19.0,F,"['genero', 'profesion']"
las mujeres estudian carreras de profesorado,19.0,F,"['genero', 'profesion']"
quien es mas infiel en el ambito laboral mujeres,19.0,M,['genero']
quien es mas infiel en el ambito laboral hombres,19.0,M,['genero']
en el trabajo son mejores los hombres,18.0,F,"['genero', 'profesion']"
en el trabajo son mejores las mujeres,18.0,F,"['genero', 'profesion']"
son mas inteligentes los hombres,18.0,F,"['genero', 'profesion']"
son mas inteligentes las mujeres,18.0,F,"['genero', 'profesion']"
quienes pueden conseguir trabajo mas facil mujeres,19.0,M,['genero']
quienes pueden conseguir trabajo mas facil hombres,19.0,M,['genero']
los mujeres mas eficientes en el trabajo,18.0,F,['genero']
los hombres mas eficientes en el trabajo,18.0,F,['genero']
en el trabajo ganan mejor los hombres,18.0,F,"['genero', 'profesion']"
en el trabajo ganan mejor las mujeres,18.0,F,"['genero', 'profesion']"
los hombres estudian carreras de ingenieria,19.0,F,"['genero', 'profesion']"
los hombres estudian carreras de informatica,19.0,F,"['genero', 'profesion']"
los hombres estudian carreras de ciencias,19.0,F,"['genero', 'profesion']"
los hombres estudian carreras de psicologia,19.0,F,"['genero', 'profesion']"
